Employee Number,Age,MaritalStatus,Gender,Education,EducationField,RelationshipSatisfaction,DistanceFromHome,Games,Performance Ranking,Attendance (%),Errors per shift,TrainingTimesLastYear,Hours Worked TTM,Hours Worked  3 YR,Hours Worked 5 YR,OverTime,TTM Revenue,3 YR Revenue,5 YR Revenue,NumCompaniesWorked,TotalWorkingYears,Annual Salary,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition
1103,55,Married,Male,2,Technical Degree,4,12,Roulette,2,72,9,7,2098,2681,4091,No,78764,157528,157528,6,9,27045,3,2,8,3,5,1,2,Yes
1104,65,Married,Male,3,Technical Degree,3,48,Roulette,3,55,7,8,1584,1690,3273,No,76812,76812,76812,6,25,65030,7,1,9,3,2,1,2,Yes
1105,36,Married,Male,4,Technical Degree,5,33,Roulette,1,45,8,0,2239,2865,3890,No,79369,164337,396845,1,18,75008,7,9,4,1,6,4,3,Yes
1106,57,Married,Male,2,Technical Degree,5,45,Roulette,3,77,3,8,2598,2893,5690,No,73338,162304,366690,7,16,82715,3,20,13,5,3,4,2,Yes
1107,29,Married,Male,3,Technical Degree,1,29,Roulette,3,83,9,0,2571,1735,5158,No,53543,156509,267715,2,26,37178,2,17,4,7,8,4,3,Yes
1108,44,Married,Male,1,Technical Degree,1,1,Roulette,3,71,3,5,1829,2994,3157,No,77592,155184,155184,6,3,66184,8,2,0,4,10,1,1,Yes
1109,27,Married,Male,1,Technical Degree,4,29,Roulette,1,48,3,10,1059,2654,5482,No,55390,147652,276950,0,18,71538,6,25,4,2,8,2,1,Yes
1110,57,Married,Male,3,Technical Degree,4,23,Roulette,4,54,1,6,2939,2158,3179,No,65120,158515,325600,0,24,40029,4,22,3,10,7,3,3,Yes
1111,56,Married,Male,1,Technical Degree,3,9,Roulette,2,34,5,7,2014,1970,5409,No,45643,156240,228215,6,7,37003,1,17,7,2,9,1,1,Yes
1112,64,Married,Male,3,Technical Degree,1,29,Roulette,1,75,10,10,2282,2861,3716,No,68656,157842,343280,7,10,33948,7,11,2,6,10,3,2,Yes
1113,48,Married,Male,1,Technical Degree,5,32,Roulette,4,96,8,6,1523,1700,4434,No,78279,142074,391395,6,11,65186,5,16,14,9,9,3,2,Yes
1114,35,Married,Male,3,Technical Degree,4,29,Roulette,4,27,4,10,1951,1530,3577,No,69831,167660,349155,1,16,33743,3,8,13,3,6,1,2,Yes
1115,35,Married,Male,1,Technical Degree,1,41,Roulette,1,77,3,6,1817,1610,4955,No,55719,155377,278595,1,8,29052,7,13,0,2,2,1,4,Yes
1116,32,Married,Male,3,Technical Degree,2,27,Roulette,2,83,4,10,2978,2119,3944,No,74360,160474,371800,2,8,33576,1,12,15,0,2,4,1,Yes
1117,29,Married,Male,2,Technical Degree,2,46,Roulette,1,83,5,0,2210,2717,4726,No,44056,157611,220280,3,20,65437,3,17,8,6,9,1,1,Yes
1118,31,Married,Male,1,Technical Degree,5,34,Roulette,1,61,4,4,2933,1553,6212,No,43834,141066,219170,7,1,63042,9,22,0,8,6,2,3,Yes
1119,35,Married,Male,3,Technical Degree,4,9,Roulette,4,50,1,0,2584,2150,5069,No,60904,163150,304520,2,22,61986,1,15,9,10,2,2,2,Yes
1120,63,Married,Male,4,Technical Degree,4,19,Roulette,2,84,8,7,2592,1208,5685,No,52473,142684,262365,6,9,83321,6,25,2,0,2,4,1,Yes
1121,24,Married,Male,3,Technical Degree,4,9,Roulette,4,66,9,5,1392,2237,3157,No,60234,141267,301170,4,15,78030,4,13,6,10,5,4,1,Yes
1122,59,Married,Male,3,Technical Degree,3,12,Roulette,2,55,5,0,2632,2569,5080,No,42926,154233,214630,3,6,77910,3,5,13,3,6,4,1,Yes
1123,56,Married,Male,2,Technical Degree,5,6,Roulette,1,54,8,1,1308,2960,5964,No,68610,139247,343050,4,23,70876,4,23,3,5,3,4,4,Yes
1124,55,Married,Male,4,Technical Degree,3,20,Roulette,2,77,6,7,2773,1158,5087,No,46226,170547,231130,5,7,76250,5,9,12,10,3,3,4,Yes
1125,58,Married,Male,1,Technical Degree,4,15,Roulette,3,96,3,9,1258,1551,3731,No,43822,160524,219110,7,11,34707,5,20,5,10,9,4,2,Yes
1126,45,Married,Male,1,Technical Degree,3,20,Roulette,4,39,1,7,1303,2980,3241,No,41653,152336,208265,4,25,55637,7,12,1,8,8,1,4,Yes
1127,24,Married,Male,3,Technical Degree,4,18,Roulette,1,100,1,1,1874,2480,5953,No,79751,155179,398755,1,23,73371,10,24,0,0,8,2,1,Yes
1128,31,Married,Female,4,Technical Degree,2,50,Roulette,3,57,9,10,2583,1716,6101,No,53494,53494,53494,3,20,26090,2,1,14,3,8,1,1,Yes
1129,62,Married,Female,1,Technical Degree,1,42,Roulette,1,70,4,6,1250,1783,5878,No,65952,165184,329760,2,12,60079,10,11,10,10,1,1,2,Yes
1130,61,Married,Female,3,Technical Degree,2,1,Roulette,2,63,4,6,2209,2864,6062,No,53313,161341,266565,0,15,43897,10,23,6,9,8,2,3,Yes
1131,25,Married,Female,2,Technical Degree,4,25,Roulette,2,38,10,9,1633,2705,5996,No,74172,164608,370860,2,13,27287,7,21,4,7,4,1,1,Yes
1132,23,Married,Female,4,Technical Degree,2,12,Roulette,4,36,8,2,2276,2772,5685,No,42685,158205,213425,3,9,72807,8,13,0,9,1,3,3,Yes
1133,62,Married,Female,4,Technical Degree,3,1,Roulette,4,78,6,1,2744,1430,4329,No,54531,144581,272655,2,7,26502,7,5,13,9,9,1,3,Yes
1134,60,Married,Female,4,Technical Degree,2,15,Roulette,3,35,8,2,2496,2199,5656,No,59656,166090,298280,3,15,80693,9,26,4,9,3,2,4,Yes
1135,59,Married,Female,1,Technical Degree,4,47,Roulette,2,85,8,8,2268,1284,5593,No,73952,147759,369760,4,15,71858,4,12,9,4,2,2,4,Yes
1136,44,Married,Female,1,Technical Degree,1,16,Roulette,4,92,7,1,1166,2747,5607,No,66939,153484,334695,7,12,62997,1,19,0,2,9,2,4,Yes
1137,32,Married,Female,4,Technical Degree,5,31,Roulette,3,69,5,7,2062,1164,6144,No,62234,145802,311170,6,21,51134,3,16,11,7,6,4,3,Yes
1138,52,Married,Female,4,Technical Degree,2,19,Roulette,4,33,4,5,1089,1060,4817,No,50984,151135,254920,6,12,78580,3,24,7,6,8,3,1,Yes
1139,61,Married,Female,2,Technical Degree,3,33,Roulette,4,44,4,2,1194,2120,5108,No,58788,145778,293940,2,1,27142,10,20,13,4,2,4,1,Yes
1140,56,Married,Female,4,Technical Degree,3,48,Roulette,1,89,6,2,2404,2793,5547,No,47870,149331,239350,2,5,82503,6,25,14,2,1,4,2,Yes
1141,38,Married,Female,1,Technical Degree,5,9,Roulette,2,100,4,0,2683,1280,4511,No,66010,66010,66010,3,11,47675,8,1,0,2,2,2,3,Yes
1142,62,Married,Female,3,Technical Degree,1,43,Roulette,4,58,10,3,1114,1731,3559,No,42578,166263,212890,3,24,28790,5,9,9,10,7,4,2,Yes
1143,28,Married,Female,4,Technical Degree,5,17,Roulette,4,90,2,10,1713,2608,4741,No,43094,140426,215470,0,12,29989,5,21,6,7,5,1,3,Yes
1144,23,Married,Female,3,Technical Degree,3,40,Roulette,3,63,10,1,1247,1049,3329,No,71713,145777,358565,7,15,36953,5,8,6,9,7,2,2,Yes
1145,49,Married,Female,2,Technical Degree,2,20,Roulette,3,76,9,7,1024,2403,3966,No,56873,166398,284365,3,17,28408,9,7,15,9,6,2,4,Yes
1146,26,Married,Female,1,Technical Degree,1,18,Roulette,2,45,2,3,1207,1625,4674,No,71775,144276,358875,1,12,31132,6,11,10,3,0,3,1,Yes
1147,65,Married,Female,3,Technical Degree,4,9,Roulette,3,42,6,10,2761,2025,5406,No,79212,158781,396060,0,1,53747,3,7,8,5,3,2,3,Yes
1148,32,Married,Female,3,Technical Degree,3,3,Roulette,1,85,2,2,1273,2392,3224,No,78391,159490,391955,0,3,69656,8,6,13,8,7,4,1,Yes
1149,61,Married,Female,4,Technical Degree,2,46,Carribean,4,44,1,0,1018,1923,3490,No,71940,168913,359700,0,25,62868,7,21,6,5,0,2,1,Yes
1150,42,Married,Female,2,Technical Degree,4,23,Carribean,1,78,9,4,2394,2854,3620,No,57355,163512,286775,5,3,46120,2,13,5,4,4,1,2,Yes
1151,51,Married,Female,2,Technical Degree,5,1,Carribean,2,66,8,3,2129,2104,3648,No,47340,151514,236700,4,13,40431,10,23,12,4,3,4,1,Yes
1152,50,Married,Female,4,Technical Degree,2,19,Carribean,4,86,6,0,2132,1600,5866,No,69587,165143,347935,4,8,48139,7,25,12,2,2,2,4,Yes
1153,29,Married,Female,2,Technical Degree,5,35,Carribean,4,63,9,10,2484,1811,3927,No,70018,143103,350090,3,8,55513,10,8,7,9,0,2,4,Yes
1154,64,Married,Female,1,Technical Degree,2,39,Carribean,3,48,7,5,1565,2538,3303,No,58172,170738,232688,1,20,28777,9,4,1,8,5,4,2,Yes
1155,56,Married,Female,4,Technical Degree,1,41,Carribean,2,90,8,2,2869,2049,5256,No,71224,71224,71224,7,19,82091,4,1,7,8,5,4,3,Yes
1156,40,Married,Female,1,Technical Degree,4,46,Carribean,2,63,4,2,1551,1629,6141,No,62803,147769,314015,4,13,48625,10,9,11,2,1,1,2,Yes
1157,28,Married,Female,4,Technical Degree,3,26,Carribean,2,33,3,2,1772,2516,3342,No,65153,147243,325765,0,9,65395,2,10,1,3,2,1,3,Yes
1158,42,Married,Female,4,Technical Degree,1,20,Carribean,2,53,8,3,1312,2804,3987,No,75102,151350,375510,4,16,55726,4,13,0,1,8,1,4,Yes
1159,61,Married,Female,4,Technical Degree,2,8,Carribean,4,97,2,9,2252,1820,5781,No,62851,140599,314255,5,20,71630,2,11,2,9,3,4,4,Yes
1160,43,Married,Female,4,Technical Degree,3,28,Carribean,1,72,3,2,1905,1615,5695,No,75209,144571,376045,3,14,71719,4,17,2,2,1,1,3,Yes
1161,31,Married,Female,4,Technical Degree,2,39,Carribean,3,65,1,1,2069,2317,4603,No,50108,161981,250540,4,5,81187,9,20,12,6,0,4,2,Yes
1162,44,Married,Female,1,Technical Degree,4,47,Carribean,3,33,9,3,2023,1833,4587,No,46787,164100,233935,0,11,34825,7,19,15,7,9,3,4,Yes
1163,64,Married,Female,1,Technical Degree,1,32,Carribean,3,56,6,7,2573,1419,5440,No,76112,149476,380560,3,22,51223,4,20,0,6,10,1,4,Yes
1164,62,Married,Female,1,Technical Degree,4,33,Carribean,1,61,10,6,2931,2304,3954,No,79017,169488,395085,1,5,41317,8,20,10,6,2,3,2,Yes
1165,40,Married,Female,2,Technical Degree,2,50,Carribean,4,78,2,10,1197,2993,4780,No,53832,147640,269160,2,12,33533,4,25,11,6,1,1,1,Yes
1166,45,Married,Female,4,Technical Degree,4,4,Carribean,4,41,7,8,2352,2680,5075,No,42064,138188,210320,2,20,68549,6,20,14,8,6,2,4,Yes
1167,45,Married,Female,4,Technical Degree,2,15,Carribean,3,32,2,1,2442,2016,4991,No,68666,137332,137332,1,14,42006,5,2,3,5,8,2,1,Yes
1168,26,Married,Female,1,Technical Degree,5,16,Carribean,3,84,1,4,1361,2933,5273,No,63512,168603,317560,3,5,28174,6,7,14,7,9,4,1,Yes
1169,44,Married,Female,2,Technical Degree,1,44,Carribean,4,76,2,7,2737,2827,5559,No,63372,63372,63372,7,0,67347,1,1,1,8,5,1,1,Yes
1170,36,Married,Female,1,Technical Degree,3,40,Carribean,1,47,1,8,2297,2199,3606,No,70144,145622,350720,1,8,55228,7,23,15,3,10,4,3,Yes
1171,64,Married,Female,2,Technical Degree,1,23,Carribean,3,80,10,8,2085,2327,4443,No,47742,151951,238710,4,19,45481,4,11,8,0,2,3,4,Yes
1172,52,Married,Female,3,Technical Degree,1,14,Carribean,1,100,9,6,1993,1034,3254,No,69595,138007,347975,0,6,30288,3,17,9,1,8,4,3,Yes
1173,30,Married,Female,2,Technical Degree,2,44,Carribean,3,67,8,8,1907,1682,4438,No,76545,166229,382725,7,0,45135,6,24,12,3,1,4,4,Yes
1174,60,Married,Female,1,Technical Degree,3,39,Carribean,2,74,6,5,2696,2000,5617,No,65456,146710,327280,0,12,28990,9,7,14,1,3,1,3,Yes
1175,33,Married,Female,3,Technical Degree,5,9,Carribean,3,54,5,5,2232,2971,3235,No,66122,66122,66122,7,0,42647,5,1,3,7,9,1,4,Yes
1176,63,Married,Female,4,Technical Degree,1,48,Carribean,2,97,6,0,2644,1884,3773,No,76506,153896,382530,5,8,82741,3,13,9,1,7,4,1,Yes
1177,54,Married,Female,1,Technical Degree,5,11,Carribean,3,57,3,9,1510,2451,5483,No,54821,141825,274105,2,9,77665,3,11,13,9,0,3,1,Yes
1178,53,Married,Female,4,Technical Degree,2,16,Carribean,3,70,4,10,2849,1092,4815,No,56466,156227,282330,2,19,74451,6,10,2,2,8,2,2,Yes
1179,58,Married,Female,1,Technical Degree,4,5,Carribean,1,86,1,10,2683,1403,6192,No,59952,140642,299760,5,7,34383,6,19,15,8,6,2,1,Yes
1180,45,Married,Female,3,Technical Degree,5,45,Carribean,1,95,7,7,2017,2680,3309,No,73833,157388,369165,2,9,33604,3,20,12,7,4,4,1,Yes
1181,41,Married,Female,1,Technical Degree,3,2,Carribean,1,93,5,10,1839,2937,4655,No,69845,146723,349225,2,6,28756,8,10,5,0,4,4,2,Yes
1182,40,Married,Female,2,Technical Degree,2,42,Carribean,3,92,3,2,1816,1872,4094,No,50469,155714,252345,7,24,44188,2,18,0,10,3,3,4,Yes
1183,58,Married,Female,4,Technical Degree,5,10,Carribean,4,31,5,1,2459,1764,3328,No,68841,162940,344205,4,15,42572,1,21,1,3,0,2,2,Yes
1184,64,Married,Female,4,Technical Degree,2,25,Carribean,4,84,8,10,2815,1635,3401,No,71356,140439,356780,7,3,35408,5,22,12,9,5,4,4,Yes
1185,42,Married,Female,2,Technical Degree,4,36,Carribean,4,25,5,7,1935,2095,5169,No,68493,160777,342465,7,7,43478,9,15,14,10,2,4,3,Yes
1186,32,Married,Female,4,Technical Degree,1,35,Carribean,4,69,7,5,2202,1025,4863,No,66433,66433,66433,0,26,83242,9,1,3,8,6,4,4,Yes
1187,39,Married,Female,3,Technical Degree,2,8,Carribean,1,63,5,5,2591,1651,5940,No,58386,157991,291930,0,18,43977,1,14,14,2,1,3,3,Yes
1188,58,Married,Female,2,Technical Degree,2,5,Carribean,2,67,4,1,2402,2932,5416,No,63957,144855,319785,4,11,58377,3,7,12,7,10,1,3,Yes
1189,43,Married,Female,4,Technical Degree,1,10,Carribean,4,67,3,8,1946,1760,5848,No,56438,140407,282190,0,2,78443,8,24,15,9,5,3,3,Yes
1190,62,Married,Female,2,Technical Degree,3,9,Carribean,3,40,6,8,1680,1099,5108,No,67227,141602,336135,1,23,31604,8,10,1,9,2,4,3,Yes
1191,48,Married,Female,2,Technical Degree,3,4,Carribean,3,100,3,3,2063,2139,3811,No,54074,145033,270370,6,25,57844,2,26,15,1,7,4,2,Yes
1192,30,Married,Female,1,Technical Degree,5,2,Carribean,1,40,10,7,2198,1094,6116,No,54263,138149,271315,1,0,75126,2,14,7,0,0,3,2,Yes
1193,27,Married,Female,2,Technical Degree,4,20,Carribean,1,56,9,9,2298,1866,3641,No,45375,152800,136125,7,11,43929,3,3,15,6,0,3,4,Yes
1194,60,Married,Female,3,Technical Degree,3,5,Carribean,4,27,2,9,2340,2687,4746,No,68619,151876,343095,0,5,64170,8,14,9,9,0,3,2,Yes
1195,43,Married,Female,1,Technical Degree,5,47,Carribean,2,72,2,4,1575,2197,4578,No,75844,157248,379220,0,17,26273,4,17,15,0,4,4,2,Yes
1196,51,Married,Female,4,Technical Degree,3,5,Carribean,4,26,6,5,2678,2189,6158,No,70790,139726,353950,2,0,32829,9,15,5,8,1,4,3,Yes
1197,40,Married,Female,2,Technical Degree,3,40,Carribean,4,25,10,3,2286,2163,5669,No,48340,141167,193360,5,2,70726,2,4,7,0,0,2,1,Yes
1198,44,Married,Female,1,Technical Degree,2,8,Carribean,3,90,10,4,1464,2842,5036,No,77498,153064,387490,2,10,32067,7,14,11,10,0,4,1,Yes
1199,50,Married,Female,1,Technical Degree,3,32,Carribean,3,65,6,7,2712,2030,4191,No,76205,169096,381025,1,14,79570,5,5,14,5,9,1,1,Yes
1200,54,Married,Female,1,Technical Degree,4,45,Carribean,4,45,1,6,2006,1558,3884,No,72876,164580,364380,4,26,70623,5,13,13,10,2,3,1,Yes
1201,38,Married,Female,3,Technical Degree,5,37,Carribean,3,32,8,8,2379,1617,3591,No,61127,156587,305635,5,3,48950,8,13,6,4,2,1,3,Yes
1202,26,Married,Female,4,Technical Degree,2,19,Carribean,2,79,9,4,1311,2490,5870,No,66598,153757,332990,4,4,57162,4,13,1,1,8,2,1,Yes
1203,44,Married,Female,1,Technical Degree,1,36,Carribean,1,68,7,4,1926,1549,3663,No,54096,147670,270480,2,6,41214,1,24,6,6,10,2,4,Yes
1204,36,Married,Female,1,Technical Degree,4,47,Carribean,3,28,1,3,1677,1701,3413,No,54806,151351,274030,7,11,65499,7,9,3,8,0,1,4,Yes
1205,61,Married,Female,2,Technical Degree,5,37,Carribean,3,50,6,8,2657,2755,5639,No,76466,156739,382330,3,9,48905,9,8,14,9,1,4,4,Yes
1206,38,Married,Female,3,Technical Degree,2,14,Carribean,1,43,10,5,2899,2223,3850,No,64212,169146,321060,4,13,75727,3,25,14,3,4,4,3,Yes
1207,33,Married,Female,2,Technical Degree,2,14,Carribean,4,80,3,8,2798,2356,3432,No,76329,155802,381645,6,21,51587,8,11,12,0,4,4,2,Yes
1208,36,Divorced,Female,2,Technical Degree,4,39,Carribean,2,55,2,9,1476,1072,4158,No,70848,139276,354240,0,19,29878,10,17,3,10,3,3,2,Yes
1209,53,Divorced,Female,3,Technical Degree,2,16,Carribean,3,37,6,4,2216,2842,4695,No,46103,162332,230515,6,22,30233,2,19,8,9,10,2,1,Yes
1210,28,Divorced,Female,2,Technical Degree,3,31,Carribean,1,94,6,2,2739,1870,4376,No,54617,150960,273085,7,5,77588,7,13,4,4,7,3,3,Yes
1211,36,Divorced,Female,3,Technical Degree,5,41,Carribean,3,56,1,10,1958,1739,5989,No,58678,145436,293390,7,13,62524,8,25,1,10,3,3,2,Yes
1212,38,Divorced,Female,3,Technical Degree,5,34,Carribean,1,33,10,10,1166,1162,5788,No,48324,164172,241620,3,14,40254,6,14,7,0,8,3,4,Yes
1213,50,Divorced,Female,2,Technical Degree,4,12,Carribean,4,93,8,2,1837,1080,4723,No,73577,142807,367885,5,6,71030,7,16,2,1,8,4,1,Yes
1214,44,Divorced,Female,2,Technical Degree,2,37,Carribean,1,98,2,5,2731,2782,3535,No,66191,148810,330955,5,15,55207,5,24,5,3,4,3,1,Yes
1215,41,Divorced,Female,2,Technical Degree,3,26,Carribean,4,95,10,0,1281,1404,3521,No,47389,144607,236945,2,14,64725,4,23,15,7,7,1,3,Yes
1216,43,Divorced,Female,4,Technical Degree,3,42,Roulette,2,71,2,3,2198,2925,4927,No,45793,169594,228965,0,21,76892,6,19,13,8,2,1,4,Yes
1217,32,Divorced,Female,4,Technical Degree,4,26,Roulette,1,92,2,6,1223,2622,4537,No,73007,162308,292028,7,10,37611,3,4,5,5,5,4,4,Yes
1218,53,Divorced,Female,1,Technical Degree,4,33,Roulette,3,76,3,3,1960,1907,5595,No,46323,46323,46323,2,21,81461,4,1,11,0,6,2,3,Yes
1219,60,Divorced,Female,2,Technical Degree,1,16,Roulette,4,75,4,1,1973,1782,4355,No,62017,143864,310085,1,14,62858,4,6,13,9,0,1,2,Yes
1220,41,Divorced,Female,4,Technical Degree,5,9,Roulette,1,58,9,3,1862,2671,5702,No,75004,144060,375020,0,20,38491,9,10,10,3,10,2,1,Yes
1221,56,Divorced,Female,2,Technical Degree,1,21,Roulette,3,77,7,5,2511,1273,4528,No,47210,157446,188840,7,0,57679,5,4,13,4,7,3,3,Yes
1222,45,Divorced,Female,3,Technical Degree,2,45,Roulette,4,26,6,4,1382,1350,4216,No,51655,165030,258275,7,9,65725,7,7,5,7,0,1,2,Yes
1223,46,Divorced,Female,1,Technical Degree,1,30,Roulette,1,100,5,6,1202,1385,3216,No,40493,142015,202465,1,11,26056,1,12,8,6,0,3,2,Yes
1224,48,Divorced,Female,3,Technical Degree,5,19,Roulette,3,58,6,6,2852,2490,6224,No,50239,152762,251195,5,14,59911,4,12,3,6,6,3,1,Yes
1225,33,Divorced,Female,1,Technical Degree,5,27,Roulette,3,29,1,9,1370,1750,3607,No,77403,145307,387015,1,14,64708,6,11,6,3,2,4,4,Yes
1226,37,Divorced,Female,1,Technical Degree,3,33,Roulette,2,65,8,7,2726,1075,4340,No,73789,153500,368945,0,2,49562,2,21,3,10,0,2,3,Yes
1227,43,Divorced,Female,3,Technical Degree,3,37,Roulette,4,64,2,0,2326,1086,4207,No,74126,142149,296504,5,19,55605,7,4,8,6,0,2,4,Yes
1228,41,Divorced,Female,2,Technical Degree,4,47,Roulette,1,80,8,1,1640,1398,4416,No,61624,156500,308120,2,19,67692,2,7,2,0,7,3,3,Yes
1229,27,Divorced,Female,2,Technical Degree,3,15,Roulette,2,69,4,2,2715,1615,4612,No,74968,161203,374840,5,10,54399,7,14,9,4,0,4,1,Yes
1230,50,Divorced,Female,3,Technical Degree,5,12,Roulette,3,51,6,5,1323,1324,4958,No,64685,161644,323425,3,3,40027,4,25,12,10,7,2,3,Yes
1231,43,Divorced,Female,4,Technical Degree,2,43,Roulette,3,94,3,6,1642,1260,3166,No,56660,155630,283300,4,16,42494,3,17,11,6,6,3,2,Yes
1232,64,Divorced,Female,4,Technical Degree,2,21,Roulette,1,58,3,0,2659,2113,5010,No,79969,160811,399845,5,13,66583,7,20,2,9,3,1,4,Yes
1233,38,Divorced,Female,3,Technical Degree,4,14,Roulette,3,39,8,6,2541,1812,3767,No,70096,158428,350480,0,18,69573,10,7,14,6,3,4,2,Yes
1234,42,Divorced,Female,3,Technical Degree,1,20,Roulette,3,74,8,1,1602,1968,3852,No,52175,161010,260875,0,8,64529,2,11,15,3,2,4,3,Yes
1235,53,Divorced,Female,3,Technical Degree,2,1,Craps,2,84,10,3,1520,1563,3243,No,45063,163683,225315,4,22,80561,8,8,2,8,2,1,1,Yes
1236,55,Divorced,Female,4,Technical Degree,3,41,Craps,1,92,4,10,1430,1084,3788,No,41347,170616,206735,7,6,54721,7,17,8,3,6,4,3,Yes
1237,54,Divorced,Female,4,Technical Degree,2,42,Craps,2,53,1,7,1957,2614,4126,No,72099,161350,360495,5,11,38040,3,12,3,5,9,1,4,Yes
1238,52,Divorced,Female,3,Technical Degree,3,21,Craps,3,99,2,1,2713,2571,3989,No,73722,166051,368610,2,6,40341,4,5,9,3,9,3,1,Yes
1239,27,Divorced,Female,2,Technical Degree,1,31,Craps,3,61,1,10,2509,1128,4919,No,61810,123620,123620,0,24,58835,9,2,7,8,5,2,3,Yes
1240,44,Divorced,Female,1,Technical Degree,2,50,Craps,4,78,9,9,1093,2507,3875,No,75117,147787,375585,3,2,30097,7,9,7,7,7,1,2,Yes
1241,35,Divorced,Female,3,Technical Degree,5,13,Craps,2,35,7,6,1820,1364,5447,No,56512,150588,282560,1,23,47879,3,5,6,8,4,3,1,Yes
1242,61,Divorced,Female,4,Technical Degree,3,25,Craps,4,35,10,7,1920,1008,3657,No,46591,152747,232955,3,14,67292,6,18,13,10,0,4,3,Yes
1243,42,Divorced,Female,3,Technical Degree,5,39,Craps,1,50,2,1,1314,1225,5415,No,73048,149033,365240,4,7,56175,1,20,4,4,8,3,2,Yes
1244,39,Divorced,Female,2,Technical Degree,3,11,Craps,1,67,10,2,1057,1150,6073,No,78967,157934,157934,3,8,74920,3,2,14,6,8,4,3,Yes
1245,62,Divorced,Female,4,Technical Degree,3,28,Craps,1,33,8,9,2529,2604,3675,No,42317,145164,126951,7,18,53792,6,3,8,3,1,2,1,Yes
1246,54,Divorced,Female,4,Technical Degree,1,44,Craps,1,90,9,3,2079,2518,4526,No,78523,157046,157046,2,3,56582,10,2,13,8,0,4,4,Yes
1247,43,Divorced,Female,4,Technical Degree,5,22,Craps,1,59,8,5,2743,2202,3927,No,74030,139943,370150,3,22,45693,6,14,11,1,5,2,2,Yes
1248,23,Divorced,Female,1,Technical Degree,3,18,Craps,1,64,5,8,1792,2613,4810,No,46956,156173,234780,1,14,54418,4,25,2,3,2,3,3,Yes
1249,64,Divorced,Female,4,Technical Degree,3,36,Craps,4,46,4,0,1976,2610,4224,No,65959,146460,329795,1,21,35978,1,21,10,6,9,3,2,Yes
1250,34,Divorced,Female,1,Technical Degree,3,47,Craps,2,56,1,5,2249,1408,3897,No,69570,169962,347850,3,3,67088,3,12,14,1,4,4,1,Yes
1251,65,Divorced,Female,4,Technical Degree,3,23,Craps,2,71,7,3,1593,2875,4968,No,62492,160653,312460,1,12,56484,4,24,1,2,2,3,1,Yes
1252,34,Divorced,Female,3,Technical Degree,4,7,Craps,2,92,10,2,2908,2570,6052,No,64197,158925,320985,5,26,26087,3,10,10,10,7,3,1,Yes
1253,48,Divorced,Female,2,Technical Degree,4,27,Craps,1,91,3,10,2088,2736,3138,No,69012,169297,345060,3,16,36566,10,12,10,2,5,2,3,Yes
1254,33,Divorced,Female,1,Technical Degree,4,32,Craps,4,56,9,7,2734,1746,5098,No,47581,156054,237905,2,17,53798,10,14,3,8,5,4,4,Yes
1255,23,Divorced,Female,2,Technical Degree,3,20,Craps,1,88,7,8,1318,1301,5067,No,55185,151930,275925,5,1,48151,7,16,8,1,1,3,4,Yes
1256,53,Divorced,Female,1,Technical Degree,3,24,Craps,3,54,2,0,2831,2789,5558,No,60186,155004,300930,0,16,79324,4,15,1,6,7,3,1,Yes
1257,51,Divorced,Female,1,Technical Degree,2,7,Craps,4,45,6,5,1694,2406,4925,No,78065,165625,390325,5,21,49477,8,17,13,4,8,2,4,Yes
1258,30,Divorced,Female,2,Technical Degree,5,48,Craps,4,66,3,1,2314,2654,5943,No,75836,139352,379180,3,6,73456,5,25,2,2,2,1,4,Yes
1259,38,Divorced,Female,3,Technical Degree,4,37,Craps,2,77,4,5,2242,2043,3495,No,60607,165197,303035,6,15,50804,6,24,13,9,2,1,1,Yes
1260,58,Divorced,Female,4,Technical Degree,3,25,Craps,1,91,2,10,2037,1189,4061,No,67717,152209,338585,6,15,42782,1,6,3,2,9,3,1,Yes
1261,63,Divorced,Female,2,Technical Degree,4,38,Craps,2,41,8,4,1607,1950,5755,No,72534,162213,362670,2,11,68363,3,17,9,5,9,3,1,Yes
1262,41,Divorced,Female,2,Technical Degree,4,22,Craps,4,47,5,9,2581,1906,5686,No,42331,141030,211655,6,12,46701,6,16,6,4,7,3,3,Yes
1263,28,Divorced,Female,4,Technical Degree,1,49,Craps,3,53,1,8,2261,2573,5593,No,48041,154971,240205,5,24,32705,7,12,5,6,4,3,2,Yes
1264,64,Divorced,Female,1,Technical Degree,4,34,Craps,2,32,7,5,1458,2567,3713,No,71905,157526,359525,3,4,38896,6,10,5,7,10,1,1,Yes
1265,26,Divorced,Female,1,Technical Degree,2,27,Craps,1,38,6,1,1857,2385,3727,No,62902,153968,314510,2,20,34654,3,16,10,4,7,2,4,Yes
1266,29,Divorced,Female,1,Technical Degree,2,5,Craps,2,94,4,7,1436,2423,4182,No,42052,149800,210260,7,7,30266,7,5,9,7,2,2,4,Yes
1267,29,Divorced,Female,3,Technical Degree,1,22,Craps,1,66,8,4,2835,2942,3996,No,68524,137048,137048,7,26,79302,3,2,10,9,2,3,3,Yes
1268,59,Divorced,Female,4,Technical Degree,2,45,Craps,2,85,9,3,1978,2569,5037,No,46969,167759,140907,1,26,82189,5,3,5,7,2,2,2,Yes
