# OF EMPLOYEES,Age,MaritalStatus,Gender,Education,EducationField,RelationshipSatisfaction,DistanceFromHome,Games,Performance Ranking,Attendance (%),Errors per shift,TrainingTimesLastYear,Hours Worked TTM,Hours Worked  3 YR,Hours Worked 5 YR,OverTime,TTM Revenue,3 YR Revenue,5 YR Revenue,NumCompaniesWorked,TotalWorkingYears,Annual Salary,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition,Risk,Profit,riskNorm,profitNorm,R-Score
735,61,Married,Male,3,Technical Degree,1,16,Black Jack,4,39,4,1,2289,2803,6173,Yes,87504,326109,437520,1,0,59539,10,7,8,4,6,2,4,No,0.850611401,27965,0.851338578,0.228496491,0.194527877
736,54,Married,Male,3,Technical Degree,2,23,Black Jack,1,71,4,7,2473,1753,4406,Yes,115607,349992,346821,1,2,42100,9,3,3,5,4,3,2,No,0.25844364,73507,0.25866458,0.600611176,0.155356838
737,37,Married,Male,1,Technical Degree,5,36,Black Jack,2,87,2,3,1970,2218,5370,Yes,131960,215550,659800,2,17,80483,8,13,3,8,8,4,4,No,0.531691572,51477,0.532146109,0.420608398,0.223825122
738,47,Married,Male,1,Technical Degree,1,47,Black Jack,1,45,2,2,1857,1849,3520,Yes,136680,253525,683400,4,26,55564,9,14,12,0,7,2,2,No,0.400964403,81116,0.401307183,0.662782812,0.265979503
739,63,Married,Male,4,Technical Degree,4,9,Black Jack,2,64,10,3,1397,2388,3322,Yes,91739,210994,458695,4,15,77722,7,10,8,3,3,3,4,No,0.114915165,14017,0.115013405,0.114530138,0.013172501
740,27,Married,Male,1,Technical Degree,1,13,Black Jack,3,79,3,9,2163,2843,4194,Yes,139597,209525,697985,2,7,49752,1,21,9,4,9,1,1,No,0.33948554,89845,0.339775762,0.734105747,0.249431339
741,30,Married,Male,3,Technical Degree,5,25,Black Jack,4,40,8,8,1483,1640,4768,Yes,97646,293444,390584,6,15,61091,4,4,15,4,6,4,1,No,0.775050914,36555,0.775713495,0.298683684,0.231692964
742,43,Married,Male,1,Technical Degree,5,17,Black Jack,3,68,8,7,2337,2874,4610,Yes,111141,210145,555705,7,23,71085,5,7,13,2,2,3,2,No,0.135286698,40056,0.135402353,0.327289663,0.04431579
743,53,Married,Male,2,Technical Degree,1,19,Black Jack,4,82,5,8,2989,1936,3129,Yes,135695,292734,678475,6,11,64662,5,26,5,3,10,3,1,No,0.270308726,71033,0.27053981,0.580396611,0.157020389
744,49,Married,Male,4,Technical Degree,2,28,Black Jack,3,81,3,7,2770,2083,4225,Yes,80764,222539,403820,3,5,29098,4,21,5,6,1,4,4,No,0.012714455,51666,0.012725324,0.42215268,0.00537203
745,38,Married,Male,3,Technical Degree,4,19,Black Jack,2,47,7,10,1579,1211,3221,Yes,84426,168852,168852,6,17,34514,1,2,10,0,7,1,3,No,0.613542661,49912,0.614067171,0.407821092,0.250429545
746,57,Married,Male,3,Technical Degree,1,16,Black Jack,1,73,4,8,1822,1208,5104,Yes,134181,335325,670905,3,21,81262,2,16,5,2,7,2,4,No,0.919832132,52919,0.920618486,0.432390695,0.398066867
747,29,Married,Male,2,Technical Degree,3,41,Black Jack,1,65,4,8,2732,2182,4925,Yes,141139,226507,705695,1,6,26673,1,19,9,3,2,3,2,No,0.235646283,114466,0.235847734,0.935279074,0.22058345
748,27,Married,Male,2,Technical Degree,1,30,Black Jack,1,96,1,6,2907,2287,4541,Yes,84201,278722,421005,3,20,37509,1,11,2,1,10,4,4,No,0.532916619,46692,0.533372203,0.381511108,0.20348742
749,38,Married,Male,1,Technical Degree,4,29,Black Jack,4,61,1,7,2838,2013,4814,Yes,114504,213357,572520,2,7,58176,10,22,12,6,4,1,1,No,0.633739164,56328,0.63428094,0.460244961,0.291924606
750,38,Married,Male,3,Technical Degree,3,47,Black Jack,2,25,3,10,2898,1540,5679,Yes,88547,349050,442735,4,9,70595,5,26,9,9,10,1,2,No,0.39737591,17952,0.397715622,0.146682246,0.058337821
751,52,Married,Male,3,Technical Degree,1,47,Black Jack,2,67,3,2,2417,1537,6221,Yes,137975,349952,689875,1,6,30267,3,6,13,5,9,3,2,No,0.3920013,107708,0.392336418,0.880060791,0.345279898
752,30,Married,Male,2,Technical Degree,4,8,Black Jack,4,71,10,2,1399,2594,4009,Yes,148074,148074,148074,5,8,47483,7,1,1,9,4,3,3,No,0.652649473,100591,0.653207416,0.82190919,0.536877178
753,29,Married,Male,2,Technical Degree,5,15,Black Jack,2,37,3,1,1441,1568,6187,Yes,124137,205656,620685,5,1,74282,6,20,13,7,7,2,2,No,0.009384431,49855,0.009392454,0.407355356,0.003826066
754,36,Married,Male,4,Technical Degree,5,36,Black Jack,3,88,5,9,1183,2949,3543,Yes,113655,217048,568275,5,1,62288,5,13,13,8,9,4,4,No,0.197533182,51367,0.197702051,0.41970961,0.082977451
755,25,Married,Male,3,Technical Degree,1,44,Black Jack,3,76,7,9,1707,1866,3226,Yes,97388,262749,486940,1,15,35345,4,13,1,7,7,2,2,No,0.608829948,62043,0.60935043,0.506941097,0.308904775
756,42,Married,Male,4,Technical Degree,2,30,Black Jack,4,71,10,7,1531,2517,5288,Yes,137201,137201,137201,0,9,69309,3,1,8,7,2,1,4,No,0.615503567,67892,0.616029754,0.55473212,0.341731491
757,64,Married,Male,1,Technical Degree,1,42,Black Jack,1,39,3,9,1435,2626,4761,Yes,80058,302541,320232,3,13,35656,4,4,13,3,0,2,1,No,0.750768404,44402,0.751410227,0.362799971,0.272611608
758,32,Married,Male,1,Technical Degree,2,32,Black Jack,1,54,5,2,1670,2706,5549,Yes,96350,315764,481750,5,0,40053,10,9,8,2,6,3,1,No,0.069677028,56297,0.069736594,0.459991666,0.032078252
759,48,Married,Male,3,Technical Degree,4,10,Black Jack,3,50,1,1,2302,1662,3442,Yes,145347,276170,726735,0,22,44473,2,7,4,7,2,2,2,No,0.867325838,100874,0.868067305,0.824221527,0.715479759
760,45,Married,Male,1,Technical Degree,4,6,Black Jack,4,83,2,0,1314,1731,4728,Yes,144061,324532,720305,3,23,32723,6,6,2,9,2,4,4,No,0.142399943,111338,0.142521679,0.909720804,0.129654936
761,52,Married,Male,2,Technical Degree,4,33,Black Jack,4,98,5,4,2503,2281,5422,Yes,114442,283415,572210,6,0,57323,2,17,11,10,8,2,2,No,0.564103716,57119,0.564585961,0.466708065,0.263496822
762,50,Married,Male,1,Technical Degree,4,13,Black Jack,4,68,4,8,1264,2708,3412,Yes,83406,323076,417030,5,7,32180,4,7,10,6,2,1,3,No,0.865575445,51226,0.866315415,0.418557527,0.362602837
763,47,Married,Male,3,Technical Degree,4,48,Black Jack,1,100,2,10,1324,2922,3883,Yes,85346,300112,426730,0,12,65620,6,23,12,8,6,4,1,No,0.697852371,19726,0.698448957,0.161177249,0.112574082
764,57,Married,Male,1,Technical Degree,4,22,Black Jack,1,68,4,1,2807,1707,4630,Yes,118505,312458,592525,0,4,37164,3,18,15,10,1,2,2,No,0.80350512,81341,0.804192027,0.664621242,0.534483104
765,33,Married,Male,3,Technical Degree,4,3,Black Jack,3,28,4,8,2327,1367,4395,Yes,143137,242092,715685,5,2,74304,2,13,9,4,0,2,1,No,0.273700334,68833,0.273934317,0.562420845,0.15406637
766,24,Married,Male,3,Technical Degree,5,44,Black Jack,4,26,10,2,1966,2889,3489,Yes,149357,149357,149357,1,3,79281,4,1,3,0,9,1,4,No,0.575277993,70076,0.575769792,0.572577153,0.329672628
767,52,Married,Male,3,Technical Degree,2,30,Black Jack,2,34,2,7,1219,1190,4102,Yes,124302,347027,621510,0,7,50495,1,24,11,0,9,1,2,No,0.664352588,73807,0.664920535,0.603062417,0.400988585
768,62,Married,Male,1,Technical Degree,5,18,Black Jack,3,34,3,8,1120,1116,6198,Yes,148556,314005,742780,7,23,49421,10,10,11,2,9,1,1,No,0.304566231,99135,0.304826601,0.810012501,0.246913358
769,43,Married,Male,3,Technical Degree,5,43,Black Jack,2,65,3,6,2566,1252,3501,Yes,137531,291977,687655,3,3,61076,2,20,5,5,4,2,4,No,0.424802094,76455,0.425165252,0.624698702,0.265600181
770,53,Married,Male,3,Technical Degree,2,24,Black Jack,2,77,8,4,2080,1986,3164,Yes,85634,171268,171268,4,3,52997,8,2,0,3,9,1,1,No,0.846564505,32637,0.847288223,0.26667048,0.225946757
771,29,Married,Male,4,Technical Degree,3,29,Black Jack,2,89,3,6,1635,1216,4629,Yes,120366,260097,601830,3,21,37334,8,20,2,3,5,3,4,No,0.64315586,83032,0.643705686,0.678438069,0.436714443
772,61,Married,Male,1,Technical Degree,4,31,Black Jack,4,78,4,0,1485,2406,4040,Yes,94980,212055,379920,3,2,27174,2,4,6,0,8,4,2,No,0.520109205,67806,0.52055384,0.554029431,0.288402148
773,64,Married,Male,4,Technical Degree,1,4,Black Jack,3,75,10,0,2623,1825,4920,Yes,133999,322930,669995,4,19,80832,3,7,2,7,8,1,4,No,0.500488844,53167,0.500916705,0.434417054,0.21760676
774,61,Married,Male,2,Technical Degree,2,43,Black Jack,2,46,8,9,1979,1709,4415,Yes,138911,277822,277822,7,20,79262,5,2,13,0,6,1,4,No,0.573530324,59649,0.574020628,0.487380196,0.279766286
775,30,Married,Male,4,Technical Degree,4,49,Black Jack,3,66,5,3,1568,1195,3576,Yes,147850,254097,739250,6,9,68487,2,15,4,7,3,4,3,No,0.184040131,79363,0.184197465,0.648459395,0.119444577
776,44,Married,Male,4,Technical Degree,3,9,Black Jack,1,42,8,9,2982,2896,5300,Yes,149649,322612,748245,0,2,39930,3,16,14,3,4,3,1,No,0.457883585,109719,0.458275025,0.896492275,0.410840019
777,61,Married,Male,2,Technical Degree,5,30,Black Jack,2,74,8,6,1380,2445,5504,Yes,139373,272694,696865,2,4,62161,9,9,4,1,2,1,1,No,0.49458816,77212,0.495010977,0.630883999,0.312294505
778,31,Married,Male,2,Technical Degree,3,2,Black Jack,4,89,4,5,1618,1739,3707,Yes,133822,267644,267644,3,6,59470,8,2,5,9,2,2,2,No,0.584785885,74352,0.585285811,0.607515504,0.355570205
779,43,Married,Male,4,Technical Degree,5,27,Black Jack,3,49,5,8,1846,2635,5550,Yes,112584,241611,562920,0,13,69087,6,21,0,6,9,4,4,No,0.74465978,43497,0.745296381,0.355405394,0.264882354
780,61,Married,Male,1,Technical Degree,2,20,Black Jack,3,33,7,9,2145,1308,3294,Yes,148499,269129,742495,7,4,29826,4,24,2,6,3,1,4,No,0.148959736,118673,0.14908708,0.96965364,0.14456283
781,35,Married,Male,4,Technical Degree,5,42,Black Jack,2,67,6,0,1436,2593,3413,Yes,111821,285636,559105,3,24,69957,5,7,4,7,7,2,4,No,0.622122455,41864,0.6226543,0.342062474,0.21298667
782,39,Married,Male,3,Technical Degree,4,34,Black Jack,3,78,3,4,2736,1930,6128,Yes,142809,273482,571236,2,19,40992,6,4,11,0,2,3,4,No,0.793939196,101817,0.794617926,0.831926594,0.661063784
783,56,Married,Male,2,Technical Degree,3,36,Black Jack,4,67,6,0,2554,2884,4615,Yes,124477,248954,248954,7,2,53622,1,2,2,8,5,1,3,No,0.171128425,70855,0.171274721,0.578942208,0.099158165
784,63,Married,Male,2,Technical Degree,4,1,Black Jack,2,91,10,7,2195,1457,4527,Yes,92583,307048,462915,0,14,53227,9,26,7,10,10,3,4,No,0.075217344,39356,0.075281647,0.321570101,0.024208327
785,63,Married,Male,4,Technical Degree,2,1,Black Jack,2,79,7,0,1121,1017,5838,Yes,133943,340802,669715,4,0,57669,5,11,8,7,7,4,3,No,0.083766758,76274,0.08383837,0.623219786,0.052249731
786,27,Married,Male,4,Technical Degree,2,30,Black Jack,4,67,4,1,1416,2725,5774,Yes,112960,343754,564800,5,18,26656,2,9,4,1,10,1,1,No,0.408354015,86304,0.408703112,0.705172935,0.288206373
787,25,Married,Male,4,Technical Degree,3,14,Black Jack,4,100,6,8,1603,2230,4386,Yes,110122,340117,550610,7,19,62781,1,25,9,3,1,3,3,No,0.842995112,47341,0.843715779,0.386813959,0.326361041
788,46,Married,Male,3,Technical Degree,5,17,Black Jack,2,55,2,6,2306,2746,4753,Yes,114529,298995,572645,5,6,51475,7,16,5,3,5,2,1,No,0.21665441,63054,0.216839625,0.515201778,0.11171616
789,46,Married,Male,3,Technical Degree,2,33,Black Jack,2,66,5,4,1194,1826,3337,Yes,139906,306012,699530,5,13,74734,9,11,5,9,5,4,1,No,0.693132119,65172,0.69372467,0.532507538,0.369413616
790,53,Married,Male,2,Technical Degree,4,22,Black Jack,4,87,10,9,1115,1361,3612,Yes,96700,246272,386800,4,15,48017,5,4,13,0,1,4,4,No,0.421671654,48683,0.422032136,0.397779176,0.167875595
791,52,Married,Male,3,Technical Degree,5,10,Black Jack,2,86,10,2,2389,2943,3319,Yes,91065,287682,455325,4,22,48490,10,24,1,6,8,2,3,No,0.151878478,42575,0.152008317,0.347871915,0.052879424
792,64,Married,Male,4,Technical Degree,5,29,Black Jack,2,61,6,0,1082,1028,4152,Yes,109957,334311,549785,6,23,76030,7,5,7,10,8,2,1,No,0.812645074,33927,0.813339794,0.277210815,0.225466587
793,52,Married,Male,4,Technical Degree,2,18,Black Jack,4,77,1,6,2596,2926,5154,Yes,85798,316001,428990,5,5,79991,10,18,2,3,2,3,3,No,0.787023619,5807,0.787696436,0.04744785,0.037374502
794,52,Married,Male,3,Technical Degree,5,15,Black Jack,2,78,7,7,1046,1023,4703,Yes,143508,220550,717540,7,23,68568,5,16,7,1,2,1,2,No,0.253817212,74940,0.254034197,0.612319936,0.155550203
795,53,Married,Male,2,Technical Degree,3,13,Black Jack,4,31,2,8,2411,1057,3154,Yes,139927,229789,699635,0,13,50687,5,16,0,3,3,4,4,No,0.742986045,89240,0.743621215,0.729162411,0.542220638
796,41,Married,Male,4,Technical Degree,3,43,Black Jack,2,80,3,0,2296,1432,5077,Yes,141114,236817,705570,5,20,54120,2,5,10,2,8,3,4,No,0.40368692,86994,0.404032028,0.710810789,0.287190324
797,34,Married,Male,2,Technical Degree,4,36,Black Jack,3,90,10,10,2104,1503,5139,Yes,148234,306156,741170,5,23,49259,3,13,6,6,5,1,1,No,0.783206743,98975,0.783876297,0.808705173,0.633924816
798,60,Married,Male,4,Technical Degree,3,26,Black Jack,2,85,2,3,1141,1699,3907,Yes,82159,164318,164318,6,2,83216,7,2,12,6,2,4,1,No,0.049490649,-1057,0.049532958,-0.008636538,-0.000427793
799,31,Married,Male,1,Technical Degree,3,21,Black Jack,4,65,6,1,2420,2728,6073,Yes,112454,264586,562270,5,10,45870,4,25,11,4,6,2,3,No,0.021192206,66584,0.021210323,0.544044711,0.011539364
800,61,Married,Male,2,Technical Degree,2,12,Black Jack,3,69,3,5,2344,2069,3179,Yes,127480,235823,637400,4,5,72583,5,7,8,6,10,2,2,No,0.94572494,54897,0.946533429,0.448552542,0.424569976
801,43,Married,Male,2,Technical Degree,1,43,Black Jack,4,67,6,2,2852,1308,4911,Yes,106764,302425,533820,1,24,73335,3,21,0,6,4,2,4,No,0.045731471,33429,0.045770566,0.273141755,0.012501853
802,54,Married,Male,3,Technical Degree,2,22,Black Jack,2,68,8,3,1318,2872,3120,Yes,143624,214976,718120,7,3,69019,1,16,7,6,1,1,1,No,0.39444771,74605,0.394784918,0.609582717,0.240654063
803,65,Married,Male,4,Technical Degree,1,42,Black Jack,4,85,3,0,1522,1254,4445,Yes,122036,252313,610180,5,8,68845,8,16,11,3,9,4,1,No,0.513025677,53191,0.513464256,0.434613153,0.223158319
804,64,Married,Male,3,Technical Degree,2,12,Black Jack,1,56,10,1,1070,2068,6079,Yes,118578,327725,592890,0,11,28578,10,5,14,6,5,2,2,No,0.123638309,90000,0.123744006,0.735372221,0.090997905
805,61,Married,Male,4,Technical Degree,2,44,Black Jack,4,96,5,8,1807,2363,4926,Yes,100215,200430,200430,5,10,70230,7,2,15,4,5,1,3,No,0.545757341,29985,0.546223902,0.245001512,0.133825682
806,27,Married,Male,1,Technical Degree,4,49,Black Jack,1,71,2,8,2777,1410,5917,Yes,118476,283845,592380,6,2,53361,7,5,9,2,9,1,1,No,0.216060414,65115,0.216245122,0.532041802,0.115051444
807,33,Married,Male,2,Technical Degree,1,30,Black Jack,4,71,6,5,1680,1890,5109,Yes,142826,343793,714130,4,17,46300,6,8,10,9,5,3,3,No,0.176370859,96526,0.176521636,0.788694878,0.13922171
808,28,Married,Male,3,Technical Degree,5,31,Black Jack,3,38,2,1,1276,1693,3796,Yes,110375,264849,551875,1,16,66570,8,6,13,9,5,1,4,No,0.471740772,43805,0.472144057,0.357922002,0.168990746
809,25,Married,Male,3,Technical Degree,2,30,Black Jack,1,74,3,7,2021,2747,3177,Yes,125040,299638,625200,1,26,51584,10,5,2,6,10,1,4,No,0.634848248,73456,0.635390972,0.600194465,0.381358144
810,28,Married,Male,3,Technical Degree,4,24,Black Jack,2,74,3,1,2376,1237,5305,Yes,82865,302387,248595,1,24,79812,6,3,6,2,0,4,2,No,0.570447744,3053,0.570935413,0.02494546,0.014242246
811,47,Married,Male,3,Technical Degree,3,12,Black Jack,3,52,2,9,1775,1482,5503,Yes,143907,219341,719535,5,10,81089,8,5,2,3,4,4,4,No,0.841201691,62818,0.841920825,0.513273469,0.432135622
812,29,Married,Male,1,Technical Degree,5,45,Black Jack,1,68,4,9,2630,2903,3408,Yes,145417,343841,727085,0,26,53379,9,23,0,6,4,1,1,No,0.739861384,92038,0.740493883,0.752024316,0.556869406
813,38,Married,Male,1,Technical Degree,1,10,Black Jack,3,60,1,9,1607,2681,4152,Yes,110390,220215,551950,4,12,52488,2,14,2,2,4,2,2,No,0.862288093,57902,0.863025253,0.473105804,0.408302256
814,30,Married,Male,3,Technical Degree,3,2,Black Jack,3,86,7,10,2206,2760,4363,Yes,130424,230393,652120,5,21,82872,6,12,14,3,8,2,1,No,0.57280715,47552,0.573296836,0.388537998,0.222747605
815,55,Married,Male,4,Technical Degree,3,23,Black Jack,1,80,5,3,2961,1129,5722,Yes,146466,146466,146466,0,15,29063,2,1,8,10,8,2,1,No,0.086542977,117403,0.086616962,0.959276721,0.083089635
816,29,Married,Male,4,Technical Degree,1,41,Black Jack,2,32,6,6,1705,2552,3299,Yes,91737,267965,458685,7,24,81643,1,16,15,8,0,4,4,No,0.786170967,10094,0.786843055,0.08247608,0.064895731
817,43,Married,Male,3,Technical Degree,3,7,Black Jack,4,60,5,10,2545,1022,5176,Yes,145585,207249,582340,2,11,54227,8,4,3,9,4,3,3,No,0.812936878,91358,0.813631848,0.746468171,0.607350277
818,42,Married,Male,4,Technical Degree,5,23,Black Jack,1,42,2,7,1424,2617,5807,Yes,148703,303546,743515,6,17,26337,5,12,5,1,6,4,3,No,0.456992974,122366,0.457383652,0.999828413,0.457305171
819,46,Married,Male,4,Technical Degree,1,49,Black Jack,1,68,6,6,2692,2260,5685,Yes,134424,258446,672120,0,7,53706,4,9,3,6,7,1,3,No,0.392357872,80718,0.392693294,0.659530833,0.258993335
820,52,Married,Male,3,Technical Degree,1,47,Black Jack,2,36,7,9,1803,1414,3865,Yes,135301,328905,676505,5,11,57419,7,6,3,3,8,3,1,No,0.263621577,77882,0.263846944,0.636358437,0.167901229
821,38,Married,Male,4,Technical Degree,1,18,Black Jack,3,71,5,1,1216,1716,3309,Yes,149876,226958,749380,4,24,71318,6,17,4,4,2,2,4,No,0.613849341,78558,0.614374113,0.641881899,0.394355622
822,63,Married,Male,3,Technical Degree,1,25,Black Jack,2,26,10,0,1118,1870,3331,Yes,132693,335767,663465,3,18,37500,2,24,0,5,9,2,3,No,0.38227708,95193,0.382603884,0.777803198,0.297590524
823,30,Married,Male,2,Technical Degree,5,49,Black Jack,4,37,9,5,1265,1819,4199,Yes,83907,167814,167814,0,26,83163,9,2,2,8,6,3,2,No,0.008975524,744,0.008983197,0.006079077,5.46E-05
824,47,Married,Male,1,Technical Degree,5,44,Black Jack,4,61,1,6,1428,2125,3164,Yes,105431,211037,527155,3,15,28000,9,16,9,7,2,3,2,No,0.360767674,77431,0.36107609,0.632673405,0.228443239
825,30,Married,Male,1,Technical Degree,5,2,Black Jack,2,51,7,9,2720,1058,4639,Yes,90086,327278,450430,3,23,78241,7,17,15,1,7,1,3,No,0.146655678,11845,0.146781052,0.096783155,0.014205933
826,55,Married,Male,2,Technical Degree,5,34,Black Jack,3,46,4,9,2725,1543,5106,Yes,127747,341529,383241,0,24,55760,9,3,13,8,8,4,3,No,0.576715232,71987,0.577208259,0.588191556,0.339509024
827,23,Married,Male,2,Technical Degree,4,5,Black Jack,1,39,4,2,2622,1915,5322,Yes,94855,275366,474275,2,2,26625,7,15,4,6,8,1,3,No,0.970604105,68230,0.971433862,0.557493851,0.541568405
828,26,Married,Male,2,Technical Degree,2,16,Black Jack,2,69,1,6,1753,1121,3746,Yes,131193,343839,655965,6,12,71655,5,15,8,2,4,4,4,No,0.173744084,59538,0.173892616,0.486473237,0.084594104
829,55,Married,Male,4,Technical Degree,2,31,Black Jack,2,88,2,7,2438,2885,5113,Yes,120039,268766,600195,7,13,39627,4,17,11,0,2,4,2,No,0.89462216,80412,0.895386962,0.657030567,0.588296603
830,31,Married,Male,1,Technical Degree,4,13,Black Jack,4,33,9,5,1908,1428,4811,Yes,91870,320412,459350,7,12,74051,10,16,2,9,4,3,4,No,0.541616923,17819,0.542079945,0.145595529,0.078924416
831,34,Married,Male,4,Technical Degree,3,30,Black Jack,4,76,2,2,1090,1313,5168,Yes,120402,262930,602010,7,13,61692,5,15,8,8,9,3,3,No,0.740573538,58710,0.741206645,0.479707812,0.355562618
832,62,Married,Male,4,Technical Degree,3,38,Black Jack,2,47,6,6,2384,1861,5781,Yes,135810,322640,679050,7,7,68886,4,9,8,8,0,3,4,No,0.215852715,66924,0.216037245,0.546822783,0.118134088
833,64,Married,Male,2,Technical Degree,3,36,Black Jack,4,64,1,6,1020,1536,4747,Yes,145257,305960,726285,2,4,29441,6,26,13,3,6,2,3,No,0.538271387,115816,0.538731548,0.946309657,0.509806867
834,31,Married,Male,4,Technical Degree,3,20,Black Jack,3,82,4,2,1861,2954,5993,Yes,104617,285586,523085,1,15,57127,7,6,4,2,9,3,3,No,0.102773393,47490,0.102861253,0.388031409,0.039913397
835,51,Married,Male,3,Technical Degree,4,7,Black Jack,1,35,2,2,1139,1695,3926,Yes,114963,346891,574815,2,12,28665,8,17,7,3,9,4,3,No,0.697513752,86298,0.698110048,0.70512391,0.492254087
836,60,Married,Male,2,Technical Degree,3,4,Black Jack,2,28,6,8,1633,1783,4507,Yes,109263,335029,546315,7,15,32716,8,11,10,7,9,4,4,No,0.400806943,76547,0.401149588,0.625450415,0.250899176
837,32,Married,Male,3,Technical Degree,4,25,Black Jack,1,33,9,1,2044,1294,5099,Yes,135377,293087,676885,1,19,30028,5,9,15,7,1,3,2,No,0.378686777,105349,0.379010512,0.860785868,0.326246892
838,57,Married,Male,3,Technical Degree,4,46,Black Jack,4,90,9,8,2486,1546,4709,Yes,134650,349929,673250,4,20,69376,8,16,13,2,5,4,4,No,0.223320392,65274,0.223511306,0.533340959,0.119207734
839,28,Married,Male,3,Technical Degree,2,16,Black Jack,2,81,7,10,2706,1171,4124,Yes,95592,301589,477960,3,24,39311,2,16,13,5,4,4,2,No,0.696881266,56281,0.697477021,0.459860933,0.320742434
840,35,Married,Male,3,Technical Degree,2,48,Black Jack,1,39,7,10,2189,2861,5595,Yes,117028,261428,585140,0,26,56457,7,18,10,2,10,3,1,No,0.865563854,60571,0.866303815,0.494913675,0.428745605
841,41,Married,Male,1,Technical Degree,3,4,Black Jack,4,37,10,7,1165,2747,4080,Yes,149139,223439,745695,5,14,76696,1,15,9,2,3,4,3,No,0.530911948,72443,0.531365819,0.591917442,0.314524696
842,35,Married,Male,2,Technical Degree,5,28,Black Jack,1,25,10,4,1810,1079,3161,Yes,109161,204514,545805,0,3,53013,5,22,15,7,6,4,4,No,0.497303342,56148,0.497728481,0.458774216,0.228344994
843,59,Married,Male,1,Technical Degree,2,23,Black Jack,4,98,10,1,2664,2421,3952,Yes,124748,249496,249496,5,1,45637,1,2,1,8,3,1,3,No,0.168184164,79111,0.168327943,0.646400353,0.108807242
844,63,Married,Male,3,Technical Degree,2,19,Black Jack,2,82,1,4,2131,1428,6149,No,101489,243002,507445,2,1,29753,10,23,13,4,6,1,2,No,0.312052972,71736,0.312319743,0.586140685,0.183063308
845,40,Married,Male,1,Technical Degree,2,48,Black Jack,4,92,7,0,2756,2803,4474,No,94906,283892,474530,0,22,34585,9,12,7,9,7,1,2,No,0.2110728,60321,0.211253243,0.492870975,0.104120592
846,27,Married,Male,4,Technical Degree,1,3,Black Jack,3,97,10,10,1370,2703,5518,No,80080,267708,400400,6,16,45800,10,24,3,6,8,4,2,No,0.518168168,34280,0.518611144,0.280095108,0.145260444
847,39,Married,Male,1,Technical Degree,3,32,Black Jack,3,77,2,8,1237,2584,5575,No,146647,278548,733235,4,21,51645,6,19,11,6,10,3,1,No,0.306096263,95002,0.306357941,0.776242575,0.237808077
848,33,Married,Male,3,Technical Degree,4,32,Black Jack,2,77,1,0,2994,2094,4836,No,105400,293523,527000,7,14,32932,8,17,14,3,4,2,1,No,0.757973365,72468,0.758621348,0.592121712,0.449196171
849,57,Married,Male,3,Technical Degree,3,7,Black Jack,3,26,5,5,2270,1121,3496,No,137710,235459,688550,6,6,70985,2,22,9,0,7,1,2,No,0.692721438,66725,0.693313637,0.545196794,0.377992372
850,53,Married,Male,3,Technical Degree,5,20,Black Jack,2,46,10,4,2313,2134,5041,No,140724,250916,703620,2,0,76041,4,12,2,3,6,4,4,No,0.337453207,64683,0.337741692,0.528512015,0.178500542
851,48,Married,Male,1,Technical Degree,2,40,Black Jack,3,46,2,10,1388,2984,5710,No,126462,327672,632310,7,1,76927,1,26,7,3,1,4,1,No,0.035581425,49535,0.035611843,0.4047407,0.014413562
